type,id,email,passwordHash,isEmailVerified,userId,balance,currency,accountType,isDefault,status,isoCode,name,maskedCardNumber,cardHolderName,expirationMonth,expirationYear,paymentToken,iban,bankName,swiftCode,userAccountId,paymentMethodId,amount
USER,302d443b-d2cb-4f12-9348-403de9c33bb0,Marc.Terry79@yahoo.com,VBm6Eh3w0CHusJzqVSrrKuRoFQClQvxZClTSr20ePAmBTdzgX7G7Nsg616Ax,false,,,,,,,,,,,,,,,,,,,
USER,3db3f2dc-cdaa-4811-b692-c085d8e8ae70,Della.Bins@gmail.com,eLCs4tiGOzXhH6uHGqVxLOCFyXjGTlwcQ4olzE8gD54Zojjka0AVXqDQ3qUX,false,,,,,,,,,,,,,,,,,,,
USER,3090edb9-f23f-4271-ab13-a07fc5e80c48,Izabella82@hotmail.com,8oqV2vd58VzXZA0ZCeBdfr1BZohauflPMSifOWV51gqirtUuhb96fPm4sv88,false,,,,,,,,,,,,,,,,,,,
USER,9d4a9ba4-6d91-4d44-9a60-23f0f906ae93,Jeff_Hackett@yahoo.com,FlOBEFQmEXrGP9zEWrPCPAO9IC3w7696VK4kzcvMYQuItTAxLRqOkKj5mGYw,true,,,,,,,,,,,,,,,,,,,
USER,da8d9b3c-eaa0-420d-a494-3293bb99693b,Floyd_Sporer@yahoo.com,WGSOAFR3vUvtRdGZkhAPjz4Hf3yEMcXLQBMORA5HOXatG92E6YEEdDDBbsWR,true,,,,,,,,,,,,,,,,,,,
USER_ACCOUNT,471d7f8b-e697-4a34-af25-9bad64139db2,,,,e162080b-afdb-41b4-8f4f-66c0078d8d9e,7938.07,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,eeb11d39-5b04-453f-b663-601b1cd84d0f,,,,9241662b-a620-4f27-ba35-4c1569a66650,1715.09,USD,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,cd1bef1e-77ee-4f04-90d7-21ef795334a8,,,,977bec70-03a8-4ae0-8021-81b06ba55999,4116.78,UAH,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,a966e732-ac69-4177-8864-c762f63e7207,,,,da9991e3-27f3-4f10-9581-36f8e0b2de36,3477.01,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,313b5f4f-0592-4175-a193-64eb1f2b46ba,,,,00d99403-5d5d-409b-ac87-0acdf908b835,9576.76,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,5b919b10-d4bd-4291-8a26-9bd9449b39ca,,,,c045a1ae-2ca5-45e5-b079-58a72cb34f99,8180.52,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,4991b71d-f917-4770-8779-7131a94b8507,,,,94117c37-1bb0-4109-abdc-502e9af34ca9,4113.34,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,1f27ff88-d648-4927-97c8-38406769f919,,,,b79fec52-e4b1-41d6-a05c-965f559fd32e,8063.14,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,6b2a4fb9-9693-4aa6-9313-6c4d88fb3d79,,,,59df0ce8-2b45-4db3-a6cd-78839e5be208,9697.89,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,d174ac07-8932-46ab-aadb-89b92b0d539f,,,,d9176286-8e21-4150-a660-51e470862f3e,97.02,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,b82e28cf-21d8-497b-b07d-dd25a552a771,,,,3f7190b7-0ca4-4e04-9cf0-9aa0f61e1191,3764.20,UAH,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,b2f7a244-7641-4869-be88-526b51f3f9aa,,,,81d6d99d-c9ad-4542-a90f-a276d7df721c,7535.07,USD,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,4bfebd46-6862-4ea3-b34c-0b70626652f9,,,,20e5a2f2-7482-4676-9660-4692f0c1e002,2709.31,USD,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,dc358660-c663-42b9-95e3-ae20a75485c8,,,,894e4f40-c67e-4285-95bf-72d0e7f5cff0,6383.04,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,fca210ef-84a4-4a78-9472-79cc55a61be0,,,,ea354d34-66e9-44b8-9327-069900291e49,5520.93,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,a859ec57-ff8d-446f-8a55-edb8ba602d9d,,,,70418e97-b2a2-44cd-89db-485f50c21214,1759.61,GBP,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,f9ed784a-3515-4048-aa69-db148cdcc0ac,,,,2edb81da-9cf7-4c15-920c-75445c9e7d9e,3646.23,EUR,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,7fe23dc9-6ace-4487-941e-6c80649f673b,,,,bd485b6c-840a-455a-962f-f34e95accc71,8770.12,GBP,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,8b155548-a5be-470f-817d-ec64a591f9e7,,,,fbee562a-babe-4cc7-892d-dd91ae6b6a77,5479.01,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,bbacd7be-3448-41ff-a445-7bd22b0e170a,,,,c8aadc84-83bb-44f8-90aa-7fdb824e646c,6515.65,UAH,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,4f3141d1-d2a2-4d0e-9b9f-53a4ef8b88e2,,,,4e5e5ae5-9c98-46eb-8d64-e5fa5f3b93c6,1993.97,USD,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,7fb15829-4ade-4c5c-98c4-19f5cc109fae,,,,e22ee750-cacf-4fe8-acf8-11a392b29912,6806.14,EUR,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,6003aa82-bb5e-48b6-94bf-1950f16ccd37,,,,1f5d399d-7509-40bf-ad3a-909a375036f3,9379.49,UAH,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,ab169c0d-990a-4366-8d75-88653114e487,,,,279973ec-6b39-43ac-a15b-c8aba50e1628,505.73,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,7690b0b6-2b75-40e1-bbea-4c4209d7f2a4,,,,16b78ac7-e738-429a-b4a5-0c5798f067ba,9687.96,EUR,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,9a61d06d-ee23-4b4b-9dcc-3e55757e961a,,,,48d3f296-4e90-4421-a63f-4fc196d3d88c,2076.41,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,6a48f80f-7098-4405-a451-f87b9613bf6c,,,,2ce44bf1-d5c8-4b6b-9c5b-9199790c1ac2,293.91,PLN,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,89a5949a-5c73-4d1f-914d-fc3869dfed27,,,,b80822ff-e1fe-4456-8c60-96c854cc5836,740.67,USD,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,c5439b55-3c10-4903-b214-e5eaf9b33bdd,,,,dac7c25c-1989-474e-99a0-725d4a36ea40,534.99,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,d20e3062-f14b-4ea4-9140-6aad8998f724,,,,2b31880b-cc45-4e78-929c-6fbb53d062f3,7859.81,EUR,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,ac956c8e-ac53-4c16-9f8c-23ffc0d56e18,,,,6926c80a-ad8e-4b61-9fed-a94158156b46,4772.51,EUR,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,21a4bf02-c890-48c8-bbf2-d229c60aebec,,,,ad7f6057-2075-4b00-8371-69bcdcc383ea,903.83,EUR,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,2b04f8f3-6d61-4800-bdda-5220535238ad,,,,b5cfa3a3-dd2d-4d75-a0a5-bc8155666f0a,370.18,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,ccdc8d4d-bd03-435f-b397-c42af4217bd2,,,,db31d736-d0ba-417f-9755-6d137382f5a5,9653.03,UAH,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,00c94e28-d1aa-4829-b1f0-f4693d33f84f,,,,5def6e19-38a4-4fe2-bca9-44ac78b69b02,2724.88,UAH,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,88b6eaa9-3b77-4994-a862-27f6ab3cf0fe,,,,a1e67214-d689-4177-847d-15863c25e1aa,5940.22,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,65bbce15-8531-4944-8fe0-a416e6ed3579,,,,2c01a5ad-cb84-47dc-a159-513c54fecfae,2748.07,UAH,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,0dedae08-8e1b-4cc3-9edf-57170f449e2a,,,,c4eb9284-21bc-42c5-afc8-a61d5ebb164a,1925.58,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,bbe3d613-10c8-4f51-99c4-52caf754605f,,,,6f35028c-2e87-4d9f-9db2-b637bc028e63,5288.90,EUR,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,e848ce5f-1810-4290-88af-3017636fdeef,,,,34ada3b7-b32b-43bb-aa2f-843e0174fe4b,6336.55,UAH,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,39aaf488-28c2-47f6-92b6-518a970b5286,,,,3f8c22fa-c4db-4b00-a2cc-a6268544b7f7,484.94,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,410c0c95-d7e6-41db-ab61-e81e6f7f287c,,,,03c9c5dc-882c-4fdb-9ef5-19c87a3b5f51,3116.78,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,16eb476c-5e38-4a95-9ffe-7e210e757d0f,,,,d36bc63a-8216-4a00-8d63-788cd98712cd,2959.41,GBP,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,506dd029-5681-4b30-9b98-dea33e920492,,,,3a842261-5660-469c-a7ee-8a72b39b7db2,305.79,USD,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,5009b47e-5a7a-4fd5-92c2-e3192eb852bf,,,,abd08ed6-a3d4-47e8-b033-955c6e5980c0,1769.78,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,c2ed482f-701f-4d78-90e9-65bfffc1d165,,,,ed51e34b-5159-4cc0-b3b0-b7b2913776bd,4024.02,EUR,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,8b795472-237e-447f-bafd-05bea63bdbf8,,,,9374d689-7fa1-4eab-9445-213fb7427250,5384.91,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,3f209aef-0352-42f2-a707-301c1cef25d0,,,,d96ba137-329b-47d6-85ed-d5aa2342e6c4,7462.27,EUR,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,7d452562-dc5c-445e-8ebe-4c93a6ac4d1a,,,,8dc36615-2cb3-474d-bfa3-e809fe983412,4949.85,EUR,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,5604573c-bd91-4f8b-aa69-f9c2fbb72b0b,,,,4b12d2c9-7191-4e59-80cd-80656952c443,7670.47,EUR,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,df6f1389-729c-4921-adef-45691f6d9d52,,,,5faba26e-60f0-4319-9e8d-e8548877c0d9,8459.62,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,9465eb87-f6a7-466d-a81a-b191e62d1eda,,,,1ff3d576-0058-41dc-b400-53f14b8b6b38,6019.96,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,89846586-a1c1-42c8-8ca9-f50bbdca7c48,,,,95c3e2a6-736d-42ea-8106-f390e6cfd4c5,3922.02,UAH,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,cd337a17-23c7-45fa-8665-23aa6cd48045,,,,3567849f-f096-4e63-9361-373c3eade674,831.47,EUR,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,d8067070-6b3a-41bf-b279-a3a8f7878549,,,,d683d6b8-b03e-4aee-83c3-d606ce6a1895,5504.09,EUR,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,77138350-72a0-431c-84fc-55a6de1b30c1,,,,aada9783-d686-45e1-a26d-460119fb63b6,556.82,USD,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,345d3013-81ad-42ab-8165-b968273e67d7,,,,40ce3137-84cb-4a17-a171-4d7b30557f32,7598.16,EUR,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,a5daf4b0-cfbe-4d52-9cbe-79b6051e4526,,,,36709e1b-a318-4112-8bad-e023c6a22e80,1866.66,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,329a9ea1-65cf-47a3-af88-8c40fccc2079,,,,60a41ee7-fcc5-4de2-b6c3-b1a4b601ec15,9488.64,UAH,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,2bf4bc84-f97c-4b0f-95bc-ab0141559a1f,,,,b000dfc4-a666-4f2f-a2b3-04404a6e968d,2085.96,EUR,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,9cc61e2b-264d-4e4b-9fd6-685e39a4d7a9,,,,c5386e89-5032-4933-8499-029c0e6d5930,1839.51,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,2fd4bb38-6f3f-4cff-9337-d5865607060e,,,,502eb4ff-4399-42cd-9bf9-34e472c4329c,8219.03,EUR,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,4c902ba8-1c09-45b6-8224-752f231f0be3,,,,496d1ece-6fb4-44e4-9ab1-9a72fc89d367,294.56,GBP,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,a11b6fee-deca-491f-b1cb-f5654313fab1,,,,12c1bd0b-6d8e-436e-ad93-e3f078946dd8,2480.01,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,a6cf114c-c74c-4aad-a540-806ec83d6a81,,,,8302deec-1ef9-45b0-93fd-1e379a3767b2,2270.68,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,17afbb9f-1ab3-4794-8cbb-03c2dfb3fe7d,,,,80113621-0acd-451c-9471-2a2441cf3dfa,6436.59,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,85be7859-066b-4b87-9994-1960faa2680a,,,,79910e9d-c39f-4c62-a250-7963806cc0df,1863.51,UAH,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,60efdf08-6d7e-448c-a6c6-e8b2d3a2e0b8,,,,bbb156a3-2b9c-46ce-b4d6-91de61d9e5ea,2999.71,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,1097b822-6b91-4db0-8a48-a4c695fed3b0,,,,d4adc923-0257-49b4-9aeb-fac84fa36478,5441.71,GBP,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,9172e00c-bab4-41ab-8667-0424759aa363,,,,d9721dc9-796f-4a34-966c-0a8b2497796f,8858.84,UAH,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,6752f54b-9df7-4b80-a50d-00e12eea5b74,,,,7dbe89aa-a7db-40d3-9df3-69a69583675b,6861.98,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,c1c152e0-a2b2-4dc3-8cc0-818001e8920c,,,,41b8e739-0d84-4447-9dca-75291eab8cef,7400.97,PLN,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,eb7a0e51-8ad1-4576-a2f5-3cf1c28ed540,,,,6894f1f2-f27d-4c0c-a219-7b972aa4acb3,1888.98,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,0b5d0928-ebab-4d6f-a766-2cf8b5ec970e,,,,b953fc2c-0c1a-4e1a-80e0-ff5ed8231963,5602.96,EUR,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,f19aeb96-a875-4c8c-a2bc-f206455e8427,,,,c8336c63-4c04-414c-b228-085c389e8d6b,951.45,PLN,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,4e17b547-3cc7-4e3f-8f53-4c0618591449,,,,00ad2a7a-e8b9-4f69-965f-afffe153b3ea,8215.85,EUR,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,a233dd99-e25c-487d-8641-ad55f40c6e7a,,,,3ffd029b-87bb-4bfc-8836-95b1dc8aadad,582.99,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,41a12e98-5343-4d43-9d15-94647c3dba57,,,,06b9c220-01b8-4440-875b-d48486fb039b,5657.32,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,fa939d08-e51e-4579-9b36-65bf5df6eca3,,,,02111ccb-5219-43aa-8930-2b134daadd63,8765.63,EUR,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,aae5378d-a4be-43cc-a991-4c37df619980,,,,5e741891-20b4-451e-ad71-51585a5dc09a,1679.21,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,bee6214b-d5cb-4b2b-8ad7-a93e9ee3a993,,,,052bb836-c75d-49ad-bed4-b83730e084f2,1270.33,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,3ebd9613-6175-4705-9597-04e671206af3,,,,c45553cf-e04b-4233-a3a5-26350675fcae,6752.64,UAH,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,e282ce93-1fa5-4200-83b3-9434177990d9,,,,1de759aa-eca6-47e0-ad28-17eeea5a6896,7102.32,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,d085c639-b5a5-4800-9563-10bd550eb9dc,,,,da579b83-606f-4d61-b2d6-aef5eeacd84d,8201.32,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,351566f3-b4a9-463d-b3e8-c28d885ebe0e,,,,54360f3e-8f62-49d6-bb52-e11e89eabbe2,9208.24,USD,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,75dd2c25-101b-4cb6-af72-3c243cc184af,,,,534bc47c-0268-4402-9566-2a33f6f02392,8591.03,PLN,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,bcbd136a-5ba2-409f-b939-4d417d36498f,,,,493d9bc5-c874-4e19-b039-89da493bbcc6,5527.31,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,3df1f4b3-756d-46e3-aec4-4fae4933fdd8,,,,f22f98b8-df76-4eb1-802f-a1a226d36f2a,6121.92,UAH,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,759d6f57-6c9c-48f2-b58e-f381fb10836f,,,,bae67b26-fe5e-4c09-904e-9d97d1c37f84,7725.85,USD,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,3f24ecb4-52a5-465f-9c64-5e82c5fd1089,,,,bcbf2565-bcf5-4a9c-a6ec-356a8dccbac3,3840.02,EUR,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,4e46b631-fa84-4112-b53d-a91eb78983c6,,,,09fc4bd0-3ddc-41a6-81ad-4cc2c91104f1,8447.63,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,9f15aba5-0985-45ff-a107-b0682e87f763,,,,6527b50a-b5e5-4703-a275-4c1488f393e6,1268.90,PLN,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,ac55c9c7-49fe-42cc-b311-9c52783bf593,,,,2e7024d5-f4e3-431a-a114-8941f776a507,5154.95,UAH,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,622a3e93-efab-4d0e-ac1b-8e847cc2d3fe,,,,7548a144-6e10-4f2e-b395-2bd56a404be3,8758.60,UAH,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,f745bdc1-b9e6-4a7d-8a0f-96dfc28e5c60,,,,577801fc-a2ec-4215-ac2f-9ff2e251150e,6356.48,EUR,BUSINESS,,,,,,,,,,,,,,,
USER_ACCOUNT,ee34c2fa-b0e1-4a95-9907-d4860efcb7b9,,,,302d443b-d2cb-4f12-9348-403de9c33bb0,8018.51,PLN,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,57ba4e6b-b6ee-4bb1-8ac8-0fb5b3000de9,,,,3db3f2dc-cdaa-4811-b692-c085d8e8ae70,2154.14,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,657019c0-cb32-4a52-bcdb-872b06e7c30b,,,,3090edb9-f23f-4271-ab13-a07fc5e80c48,444.62,USD,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,68ce6a62-de6b-4e0e-aabd-9eacdd1ea9f7,,,,9d4a9ba4-6d91-4d44-9a60-23f0f906ae93,965.83,GBP,PERSONAL,,,,,,,,,,,,,,,
USER_ACCOUNT,c33e9da1-fbab-462e-ba26-ba1f932465c2,,,,da8d9b3c-eaa0-420d-a494-3293bb99693b,3314.80,USD,BUSINESS,,,,,,,,,,,,,,,
CREDIT_CARD,cbd83dc1-8c84-4196-8536-027c859a571a,,,,aada9783-d686-45e1-a26d-460119fb63b6,,,,false,ACTIVE,,,**** **** **** 1323,Ellen Donnelly,5,2025,a0659415-04fa-4624-aa28-72d9ea0865b2,,,,,,
CREDIT_CARD,358ab865-caec-496b-be1a-8ec472170177,,,,894e4f40-c67e-4285-95bf-72d0e7f5cff0,,,,false,ACTIVE,,,**** **** **** 6106,Marilou Tillman-Gutmann,11,2030,c6fc00aa-dd19-4d3a-a98b-17723278a876,,,,,,
CREDIT_CARD,cf94f74d-91e0-4c2c-96cb-4c7d0e2e0103,,,,40ce3137-84cb-4a17-a171-4d7b30557f32,,,,false,ACTIVE,,,**** **** **** 0036,Tate Bergstrom,7,2030,6c1bc38d-4d81-41f0-9271-d6117407fd15,,,,,,
CREDIT_CARD,f856e736-1206-434d-b271-f6734e64ba6d,,,,d36bc63a-8216-4a00-8d63-788cd98712cd,,,,true,ACTIVE,,,**** **** **** 3435,Ethel Frami,4,2030,d654790b-a91c-4a50-a179-6f60c9c1885a,,,,,,
CREDIT_CARD,ebc050fa-9fa3-4960-8cb6-c425ad1a203c,,,,3567849f-f096-4e63-9361-373c3eade674,,,,false,ACTIVE,,,**** **** **** 4516,Myrtis Watsica,7,2026,7c71d2c5-af48-4f22-a8be-3edae33f4d64,,,,,,
CREDIT_CARD,0d93f7d8-bc18-4072-8d59-6e886368320f,,,,9241662b-a620-4f27-ba35-4c1569a66650,,,,true,ACTIVE,,,**** **** **** 5075,Jody Larkin IV,6,2026,f666b5a6-0cad-41ac-ab1f-2162a77c2ce0,,,,,,
CREDIT_CARD,27e05b42-ae7c-4a32-84d1-850e0d449cb8,,,,302d443b-d2cb-4f12-9348-403de9c33bb0,,,,true,ACTIVE,,,**** **** **** 0590,Freda Pouros MD,10,2030,97c7f690-39b3-400a-a47d-da28738d7c1e,,,,,,
CREDIT_CARD,54000dcc-39ba-4da1-8ddc-dee25a9c5d2e,,,,79910e9d-c39f-4c62-a250-7963806cc0df,,,,true,ACTIVE,,,**** **** **** 5597,Dr. Randal Zulauf,12,2030,888e2618-6289-4417-81c0-bfc9450c2c12,,,,,,
CREDIT_CARD,e6c60262-6104-4753-9912-6df5b3e38e52,,,,79910e9d-c39f-4c62-a250-7963806cc0df,,,,true,ACTIVE,,,**** **** **** 5329,Mose Willms,9,2028,9a891fce-56a0-404a-92d6-0822c2357eaf,,,,,,
CREDIT_CARD,b05071b4-cd61-4fc5-b59a-29e98543936f,,,,ed51e34b-5159-4cc0-b3b0-b7b2913776bd,,,,true,ACTIVE,,,**** **** **** 4075,Golden Casper,10,2029,1275abbe-b086-490c-bdff-08e344ebf8cb,,,,,,
CREDIT_CARD,1908b71b-c501-4798-b604-c1c04367af11,,,,6f35028c-2e87-4d9f-9db2-b637bc028e63,,,,true,ACTIVE,,,**** **** **** 6724,Geraldine VonRueden,3,2027,37d3ecee-fe4a-4163-a110-fd6b6e28d3bc,,,,,,
CREDIT_CARD,1f531408-ac30-44e4-a8a3-9cb166b64dfe,,,,aada9783-d686-45e1-a26d-460119fb63b6,,,,false,ACTIVE,,,**** **** **** 6318,Katlynn Thompson I,12,2026,c889c0e6-db78-432c-b671-f1127bef5af3,,,,,,
CREDIT_CARD,a08d1387-68fb-4d28-80fd-c5f357723ebd,,,,95c3e2a6-736d-42ea-8106-f390e6cfd4c5,,,,false,ACTIVE,,,**** **** **** 0572,Travis Ebert,8,2027,de2e699e-8033-42c1-a7ac-9fc5433f1a46,,,,,,
CREDIT_CARD,ff370a8d-40f4-4f4d-b84a-866e792d0999,,,,2c01a5ad-cb84-47dc-a159-513c54fecfae,,,,false,ACTIVE,,,**** **** **** 2940,Dr. Alfredo Harris,5,2030,ec3453d2-bfdb-4d84-9baa-7678954d06cc,,,,,,
CREDIT_CARD,806d6915-4c80-4cf2-bff1-036a182b18f2,,,,81d6d99d-c9ad-4542-a90f-a276d7df721c,,,,true,ACTIVE,,,**** **** **** 8366,Sheila Thompson,10,2026,c31a066d-f7d7-4f4a-8479-73999e8031b0,,,,,,
CREDIT_CARD,9f628c7f-64be-4c38-ac41-ccd44b79f680,,,,d683d6b8-b03e-4aee-83c3-d606ce6a1895,,,,true,ACTIVE,,,**** **** **** 2275,Annie Weimann,7,2030,17d7dd53-36ef-4e2e-9253-391009b97eb0,,,,,,
CREDIT_CARD,2d067ede-3ff3-4686-920f-5d6ae081702b,,,,03c9c5dc-882c-4fdb-9ef5-19c87a3b5f51,,,,false,ACTIVE,,,**** **** **** 3936,Patti Padberg,5,2027,7ad974ef-1ba2-4cc1-a61c-90a4c256620e,,,,,,
CREDIT_CARD,7363301e-a9eb-4586-b201-0eab37cd2b40,,,,d4adc923-0257-49b4-9aeb-fac84fa36478,,,,true,ACTIVE,,,**** **** **** 1328,Kylee Hoeger,12,2026,3ebab36c-0e3b-4093-84d0-4e2eba090653,,,,,,
CREDIT_CARD,80dcbb25-179b-4415-8141-d61e1b7e1f4f,,,,5e741891-20b4-451e-ad71-51585a5dc09a,,,,false,ACTIVE,,,**** **** **** 8807,Norris McCullough-McClure,4,2025,bc7cd730-ba02-44f3-9314-d2e33fa3dcf5,,,,,,
CREDIT_CARD,e645b11d-4819-4b02-ad4a-e66cf4d3c01e,,,,4e5e5ae5-9c98-46eb-8d64-e5fa5f3b93c6,,,,true,ACTIVE,,,**** **** **** 2092,Dr. Layne Reinger Sr.,8,2025,29402b03-e435-4a54-a405-b92d95dd1a1b,,,,,,
CREDIT_CARD,10f9f6dd-9bc1-48f6-a8bb-bf36552742ff,,,,502eb4ff-4399-42cd-9bf9-34e472c4329c,,,,false,ACTIVE,,,**** **** **** 4967,Kareem Stokes,6,2028,9ce5d23c-5faa-44ff-be0b-cd7c4827bbd7,,,,,,
CREDIT_CARD,77eed5d2-491c-4369-8551-8985f343894a,,,,3db3f2dc-cdaa-4811-b692-c085d8e8ae70,,,,false,ACTIVE,,,**** **** **** 7977,Olga Fay,9,2026,7386d51b-e2a8-4caf-b01e-fd70dbc09628,,,,,,
CREDIT_CARD,aa49dc2b-730b-430e-b945-4aa1510325ae,,,,7548a144-6e10-4f2e-b395-2bd56a404be3,,,,true,ACTIVE,,,**** **** **** 1236,Gerardo Watsica,2,2026,825fcbb3-3c6e-44f6-9df4-38916c09784e,,,,,,
CREDIT_CARD,789bbcd0-7339-43cd-a0b5-013a1d908e21,,,,9d4a9ba4-6d91-4d44-9a60-23f0f906ae93,,,,true,ACTIVE,,,**** **** **** 3325,Mrs. Keyon Beatty,11,2028,62d59b63-d94f-44e4-8d74-29c9451e1ad0,,,,,,
